OBJECTID,agency,comments,mapmethod,datecurrent,uniquefireidentifier,fireyear,incidentname,pooownerunit,perimeterdatetime,gisacres,complexname,firecode,complexparentirwinid,pooresponsibleunit,state,inciwebid,localincidentidentifier,irwinid,incomplex,complexfirecode,SHAPE_Length,SHAPE_Area
13787,NPS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAYNP-032812,2013,CABLE,,2013/03/28 00:00:00+00,0.34323611,,HDS3,,CAYNP,CA,,032812,,N,,0.0021769276688389,1.41853741882548e-07
13789,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CALNU-002960,2013,BENNETT,,2013/05/01 00:00:00+00,0.13117419,,,,CALNU,CA,,002960,,N,,0.000919421143129039,5.48984760884707e-08
13797,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CATCU-006344,2013,CLEMENTS,,2013/07/15 00:00:00+00,50.12178708,,,,CATCU,CA,,006344,,N,,0.0312723828851947,2.0831393724156e-05
13807,USFS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CASTF-000007,2013,MYSTERY,,2013/05/14 00:00:00+00,8.42535896,,,,CASTF,CA,,000007,,N,,0.00764690433904919,3.51099193007448e-06
13808,State Agency,"WFDSS; GPS ground; named 'Lyons' in FireCode",GPS-Walked/ Driven,2013/09/12 00:00:00+00,2013-CAMVU-018902,2013,Lyon,,2013/09/11 12:00:00+00,263.10046723,,HY6J,,CAMVU,CA,,018902,,N,,0.0610042256035504,0.000102403738096189
13816,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CARRU-072274,2013,REDLANDS,,2013/07/16 00:00:00+00,168.09771825,,HQ5D,,CARRU,CA,,072274,,N,,0.0331706144061269,6.63684743636561e-05
13818,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAMEU-003381,2013,FOSTER,,2013/05/03 00:00:00+00,187.42420731,,,,CAMEU,CA,,003381,,N,,0.0462380699957638,7.93712846146863e-05
13819,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CASLU-007708,2013,CREEK,,2013/09/24 00:00:00+00,94.40611513,,,,CASLU,CA,,007708,,N,,0.0460976329445176,3.79262658265055e-05
13941,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CATCU-007509,2013,Bridges,,2013/08/17 00:00:00+00,46.33069892,,HWM1,,CATCU,CA,,007509,,N,,0.0297131994631316,1.92477312842792e-05
13948,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAHUU-001402,2013,TELL,,2013/03/10 00:00:00+00,10.09578683,,,,CAHUU,CA,,001402,,N,,0.00844037675675851,4.43101294968425e-06
13953,USFS,IR heat perimeter,Infrared Image,2013/08/12 00:00:00+00,2013-CASRF-001494,2013,Meadows,,2013/08/12 00:17:00+00,167.04975786,Corral Complex,,,CASRF,CA,3634,001494,,Y,HU49,0.0570359755758877,7.2393791465947e-05
13961,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CARRU-058419,2013,VIPER,,2013/06/08 00:00:00+00,40.46907078,,HJ3Y,,CARRU,CA,,058419,,N,,0.0263435412201918,1.59769309066005e-05
13962,USFS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAANF-004360,2013,GULCH,,2013/09/07 00:00:00+00,5.02430489,,,,CAANF,CA,,004360,,N,,0.00525282938594238,1.99712394672674e-06
13979,USFS,FIMT,Unknown,2013/12/02 00:00:00+00,2013-CAMNF-001729,2013,High Glade,,2013/11/27 00:00:00+00,304.92739884,,H0V4,,CAMNF,CA,3756,001729,,N,,0.0756700629802728,0.000128741045508404
13981,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CATGU-003412,2013,306,,2013/05/01 00:00:00+00,208.38742895,,HE9F,,CATGU,CA,,003412,,N,,0.0441827512760425,8.8329471473286e-05
13990,Local Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAVNC-034242,2013,Hidden,,2013/06/06 00:00:00+00,37.86337877,,HJ05,,CAVNC,CA,,034242,,N,,0.0210284778488714,1.49991463860412e-05
13995,BLM,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CANOD-001764,2013,Clarks,,2013/05/25 00:00:00+00,65.45874146,,HGG7,,CANOD,CA,,001764,,N,,0.0692626869667606,2.83758650923388e-05
13998,NPS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CADVP-007645,2013,Scottys,,2013/06/06 00:00:00+00,15.2397452,,HHB1,,CADVP,CA,,007645,,N,,0.0305308938331223,6.2458980479808e-06
13999,USFS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CABDF-012678,2013,Sierra,,2013/09/24 00:00:00+00,123.38175314,,HZ27,,CABDF,CA,,012678,,N,,0.057365377119346,4.88446144320738e-05
14000,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAMVU-009268,2013,OTAY,,2013/05/03 00:00:00+00,164.20631077,,,,CAMVU,CA,,009268,,N,,0.0423530582387708,6.38136951068814e-05
14002,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CALNU-008371,2013,HIGHLAND,,2013/09/28 00:00:00+00,98.82274398,,HZ4V,,CALNU,CA,,008371,,N,,0.0345990202125081,4.15431681210767e-05
14003,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CALNU-002964,2013,SODA,,2013/05/01 00:00:00+00,14.15715289,,,,CALNU,CA,,002964,,N,,0.0172614178749736,5.9075088354756e-06
14004,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CANEU-012330,2013,NICOLAUS WESTLAND,,2013/06/04 00:00:00+00,58.55237797,,,,CANEU,CA,,012330,,N,,0.0259250734416988,2.46030286939634e-05
14008,BLM,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CANOD-001886,2013,DRY VALLEY,,2013/05/12 00:00:00+00,15.15742549,,HHA8,,CANOD,CA,,001886,,N,,0.0221112011676366,6.49659169002099e-06
14009,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CACDD-013093,2013,ROSA,,2013/10/04 00:00:00+00,24.74531777,,HZ74,,CARRU,CA,,013093,,N,,0.0165578091076627,9.74448084280508e-06
14010,NPS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAGNP-001329,2013,SHORELINE,,2013/08/30 00:00:00+00,2.5399615,,HY63,,CAGNP,CA,,001329,,N,,0.00575139191939656,1.05499785735405e-06
14011,USFS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAANF-003200,2013,ISLAND,,2013/07/09 00:00:00+00,11.97889837,,HP3C,,CAANF,CA,,003200,,N,,0.0100280112968395,4.76422595367495e-06
14012,USFS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAANF-002466,2013,DEL,,2013/06/09 00:00:00+00,17.78472072,,HJ5B,,CAANF,CA,,002466,,N,,0.0133687119607533,7.0765301460472e-06
14015,USFS,IR heat perimeter,Infrared Image,2013/09/12 00:00:00+00,2013-CASQF-003296,2013,Fish,,2013/09/12 00:04:00+00,2049.49459526,,HXD7,,CASQF,CA,3701,003296,,N,,0.242488890522776,0.00083139248196857
14017,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CASLU-009086,2013,TORO,,2013/11/08 00:00:00+00,51.07314715,,H0P4,,CASLU,CA,,009086,,N,,0.0230738345452108,2.05239961794947e-05
14018,USFS,IR heat perimeter,Infrared Image,2013/09/06 00:00:00+00,2013-CATNF-001562,2013,American,,2013/09/05 20:29:59+00,27430.54460724,,HU11,,CATNF,CA,3624,001562,,N,,0.648654789467097,0.011565557758706
14020,USFS,IR heat perimeter,Infrared Image,2013/08/12 00:00:00+00,2013-CASRF-001494,2013,Trail,,2013/08/12 00:17:00+00,0.39513689,Corral Complex,,,CASRF,CA,3634,001494,,Y,HU49,0.00175850846519821,1.71260167469067e-07
14036,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CARRU-053204,2013,SMILEY,,2013/05/25 00:00:00+00,126.6421422,,HHZ4,,CARRU,CA,,053204,,N,,0.0328169368148817,4.99940397176636e-05
14038,BLM,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CACDD-004662,2013,BACKUS,,2013/03/23 00:00:00+00,77.83088005,,HDB5,,CACDD,CA,,004662,,N,,0.0435533492462018,3.10893967630226e-05
14040,USFS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAMDF-000046,2013,CREEK,,2013/07/27 00:00:00+00,10.52908916,,,,CAMDF,CA,,000046,,N,,0.0107443516752946,4.62640839201498e-06
14056,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAMVU-020798,2013,Border,,2013/05/22 00:00:00+00,61.55997116,,HZ8E,,CAMVU,CA,,020798,,N,,0.0580970136447555,2.39358645781628e-05
14062,Local Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAKRN-015184,2013,PIUTE,,2013/05/13 00:00:00+00,0.28832494,,HGS4,,CAKRN,CA,,015184,,N,,0.00300216534000062,1.16036854905315e-07
14063,USFS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CABDF-HG1R,2013,Keenbrook Complex,,2013/05/15 00:00:00+00,11.0326412,Keenbrook Complex,HG1R,,CABDF,CA,,,,Y,HG1R,0.0196252336076584,4.36868708120395e-06
14067,Local Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAVNC-H0B1,2013,CAMARILLO,,2013/05/27 00:00:00+00,1.23531623,,H0B1,,CAVNC,CA,,,,N,,0.00651399802370988,4.88973121987142e-07
14068,NPS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CASMP-000765,2013,OLD,,2013/08/18 00:00:00+00,161.94014772,,,,CASMP,CA,,000765,,N,,0.0384909229653738,6.40644018933035e-05
14072,USFS,,Infrared Image,2018/09/17 00:00:00+00,2018-CASHF-001223,2018,HIRZ,CASHF,2018/09/17 03:23:00+00,46458.10067242,,L2ZM,,CASHF,CA,6116,001223,{2E282FDE-92E2-4829-8599-BCEFAAC96047},N,,0.997786581898412,0.0201155139939325
14094,USFS,IR heat perimeter,Infrared Image,2013/08/14 00:00:00+00,2013-CASRF-001494,2013,Ladder,,2013/08/12 23:21:00+00,833.98577588,Corral Complex,,,CASRF,CA,3634,001494,,Y,HU49,0.179597161656904,0.000361425207316401
14121,NPS,"WFDSS; GPS ground",GPS-Walked/ Driven,2013/08/08 00:00:00+00,2013-CAYNP-000010,2013,Forbidden,,2013/08/05 00:00:00+00,169.48043095,,HHA4,,CAYNP,CA,,000010,,N,,0.0987830951632569,7.01319425348267e-05
14140,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAFKU-011403,2013,WOLF,,2013/08/24 00:00:00+00,40.36841121,,,,CAFKU,CA,,011403,,N,,0.0290765449273897,1.65119358775489e-05
14144,USFS,FIMT,Unknown,2013/12/23 00:00:00+00,2013-CALPC-003810,2013,Pfeiffer,,2013/12/21 16:44:59+00,916.56199757,,H0ZX,,CALPCC,CA,3761,003810,,N,,0.101025474550595,0.000371918171632233
14148,BLM,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CACDD-005285,2013,HIGHLINE,,2013/04/01 00:00:00+00,261.72400169,,HD1A,,CACDD,CA,,005285,,N,,0.0540615766855752,0.000101851892359517
14156,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CASHU-007500,2013,WARNER 1 1,,2013/08/19 00:00:00+00,182.43959391,,HWG7,,CASHU,CA,,007500,,N,,0.0394503688189565,7.90743801661205e-05
14159,NPS,"WFDSS; GPS ground",GPS-Walked/ Driven,2013/09/13 00:00:00+00,2013-CAKNP-000057,2013,Hockett,,2013/08/30 12:00:00+00,48.81661104,,HR53,,CAKNP,CA,,000057,,N,,0.0312735138372154,1.98401146573566e-05
14162,Local Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CALAC-149433,2013,COLTRANE,,2013/06/22 00:00:00+00,15.10816333,,,,CALAC,CA,,149433,,N,,0.0133833410488661,5.99051676363907e-06
14165,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CASKU-005543,2013,TROUT,,2013/07/31 00:00:00+00,44.57876698,,,,CASKU,CA,,005543,,N,,0.0198723176075865,1.95105954430621e-05
14305,BLM,GPS ground,GPS-Walked/ Driven,2011/12/04 00:00:00+00,2011-CACDD-013138,2011,Stoddard 3,,2011/10/01 00:00:00+00,30.29770893,,GHW3,,CACDD,CA,,013138,,N,,0.0237334346116434,1.20641678373066e-05
14313,CDF,IR heat perimeter,Infrared Image,2016/07/11 00:00:00+00,2016-CANEU-015200,2016,TRAILHEAD,CAENF,2016/07/10 00:23:00+00,5644.67994457,,KCQ6,,CANEU,CA,4825,015200,{69674CD0-6050-403D-B4CC-7BB6D1D0BF12},N,,0.311874367249282,0.00237405779114614
14320,USFS,WFDSS,Unknown,2016/10/17 00:00:00+00,2016-CASNF-002370,2016,SACATA,CASNF,2016/10/17 06:59:59+00,2099.05269923,,KR48,,CASNF,CA,5060,002370,{AFBBBC68-E691-4901-94FB-F5488D9CBAFC},N,,0.154855489207589,0.000859142849642499
14328,USFS,IR heat perimeter,Infrared Image,2016/06/29 00:00:00+00,2016-CAANF-002417,2016,RESERVOIR,CAANF,2016/06/28 22:41:00+00,1146.53886546,,KA84,,CAANF,CA,4799,002417,{92522E2A-DA01-456E-ACD8-1CEC4EC65AB4},N,,0.139161541786563,0.000453822156618455
14337,NPS,WFDSS,Hand Sketch,2016/07/11 00:00:00+00,2016-CAYNP-000021,2016,Turner CA-YNP-0021 YOSE-KAA5,CAYNP,2016/07/07 00:00:00+00,1.05066084,,KAA5,,CAYNP,CA,,000021,{E0A50EC4-9029-4A4B-938B-AB30ED60881E},N,,0.00264750673730813,4.33623361047301e-07
14367,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CASKU-006047,2013,Cottonwood,,2013/08/15 00:00:00+00,49.78994423,,HVR9,,CASKU,CA,,006047,,N,,0.036219220468436,2.18693991602699e-05
14368,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CATGU-000024,2013,Sale,,2013/06/03 00:00:00+00,100.14281209,,,,CATGU,CA,,000024,,N,,0.047260491590577,4.28531428678593e-05
14371,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CABTU-013464,2013,Summit,,2013/10/04 00:00:00+00,268.49038165,,HZ7P,,CABTU,CA,,013464,,N,,0.0814732884340866,0.000113666639605498
14372,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CABTU-005242,2013,ONION,,2013/04/23 00:00:00+00,27.25247632,,HEW6,,CABTU,CA,,005242,,N,,0.0203817113626307,1.16640540690769e-05
14376,Local Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CALAC-127427,2013,MAGIC,,2013/05/28 00:00:00+00,145.106964,,HH5Q,,CALAC,CA,,127427,,N,,0.0596252401669891,5.75805486380172e-05
14378,Local Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CALAC-230689,2013,CANYON,,2013/09/21 00:00:00+00,21.94959329,,,,CALAC,CA,,230689,,N,,0.0171389387901702,8.71754403047441e-06
14381,Local Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CALAC-223517,2013,CANYON,,2013/09/13 00:00:00+00,12.73036983,,,,CALAC,CA,,223517,,N,,0.0169417070459951,5.03457952587007e-06
14382,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CALNU-000477,2013,BECKS,,2013/01/22 00:00:00+00,318.59166662,,,,CALNU,CA,,000477,,N,,0.0620871404987531,0.00013399785102463
14384,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CALNU-010171,2013,SILVERADO 2,,2013/11/21 00:00:00+00,187.25531421,,H0V0,,CALNU,CA,,010171,,N,,0.0765830895609731,7.81386380952461e-05
14385,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CANEU-013276,2013,SPENCEVILLE,,2013/06/15 00:00:00+00,65.92692183,,HKW5,,CANEU,CA,,013276,,N,,0.0242766663136014,2.77831446261941e-05
14386,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CANEU-015767,2013,DOOLITTLE,,2013/07/12 00:00:00+00,40.92420554,,,,CANEU,CA,,015767,,N,,0.0267833321457359,1.72588019952351e-05
14387,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CANEU-010399,2013,WALDO,,2013/05/11 00:00:00+00,22.87774112,,,,CANEU,CA,,010399,,N,,0.0138429478469757,9.64518173965519e-06
14388,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CANEU-012394,2013,NELSON,,2013/06/05 00:00:00+00,33.07840203,,,,CANEU,CA,,012394,,N,,0.0189529872910829,1.38989259718207e-05
14390,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CARRU-007015,2013,THOMAS,,2013/11/09 00:00:00+00,27.81991478,,,,CARRU,CA,,007015,,N,,0.0271440404256386,1.09299873989131e-05
14392,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CARRU-044298,2013,SUMMIT,,2013/05/01 00:00:00+00,3166.07889866,,,,CARRU,CA,,044298,,N,,0.208398324528258,0.00124970453914485
14393,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CARRU-022083,2013,JURUPA,,2013/02/28 00:00:00+00,362.23777072,,,,CARRU,CA,,022083,,N,,0.0585566873752261,0.000143004330849103
14394,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CASHU-005963,2013,FIDDLERS,,2013/07/09 00:00:00+00,29.7009626,,HP20,,CASHU,CA,,005963,,N,,0.0198468138514805,1.27456944759988e-05
14395,BLM,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CACND-001377,2013,ELKHORN,,2013/05/23 00:00:00+00,71.47371859,,HHN6,,CACCD,CA,,001377,,N,,0.0315399496904178,2.85601293235303e-05
14397,NPS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CARNP-001318,2013,COAST,,2013/10/20 00:00:00+00,3.21115545,,H0FP,,CARNP,CA,,001318,,N,,0.00832276755056981,1.33327140236631e-06
14398,NPS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAKNP-000056,2013,SKAGWAY FIRE,,2013/07/22 00:00:00+00,0.18011875,,HR4S,,CAKNP,CA,,000056,,N,,0.00158685943536489,7.3426322600943e-08
14399,USFS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAANF-003796,2013,BEE,,2013/08/09 00:00:00+00,206.08067666,,HUV5,,CAANF,CA,,003796,,N,,0.0604076638512624,8.19275640934561e-05
14400,Local Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CALAC-208086,2013,SHOOTING,,2013/08/27 00:00:00+00,10.21500469,,HX07,,CALAC,CA,,208086,,N,,0.0114417952912406,4.04152514274008e-06
14401,USFS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAANF-003617,2013,GABRIEL,,2013/07/30 00:00:00+00,3.93350135,,HS5T,,CALAC,CA,,003617,,N,,0.00518902989423002,1.5576659911116e-06
14402,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAMVU-011537,2013,BODEN,,2013/06/02 00:00:00+00,20.55704685,,HJJ4,,CAMVU,CA,,011537,,N,,0.0216769451270155,8.03510916151448e-06
14403,State Agency,IR heat perimeter,Infrared Image,2013/05/21 00:00:00+00,2013-CABTU-005648,2013,Panther,,2013/05/20 23:10:00+00,6896.19828595,,HE8J,,CABTU,CA,,005648,,N,,0.389670234402307,0.00295064587122993
14404,USFS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CABDF-001157,2013,LITTLE,,2013/08/24 00:00:00+00,95.79614268,,HXM7,,CABDF,CA,,001157,,N,,0.0454881311226727,3.76767858490573e-05
14405,USFS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CABDU-005802,2013,LYTLE,,2013/05/13 00:00:00+00,76.87361799,,HGS7,,CABDF,CA,,005802,,N,,0.0452464478848812,3.04221224782876e-05
14406,USFS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CACNF-001435,2013,VAIL,,2013/01/26 00:00:00+00,10.54300571,,HH1N,,CACNF,CA,,001435,,N,,0.0164628942446272,4.13814678183108e-06
14407,USFS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAENF-030719,2013,HENRY,,2013/12/18 00:00:00+00,19.82546902,,H02K,,CAENF,CA,,030719,,N,,0.0214934229861259,8.29623077246506e-06
14408,USFS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAMDF-000050,2013,OKLAHOMA,,2013/08/07 00:00:00+00,10.79401628,,,,CAMDF,CA,,000050,,N,,0.023424820148544,4.73986093620217e-06
14409,USFS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAMNF-000031,2013,CROCKETT,,2013/08/09 00:00:00+00,6.88707113,,,,CAMNF,CA,,000031,,N,,0.00830864876966278,2.91469521751438e-06
14410,USFS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CASRF-001756,2013,GREEN,,2013/09/11 00:00:00+00,61.28841257,,HY7Z,,CASRF,CA,,001756,,N,,0.030219280360125,2.67254919721713e-05
14411,USFS,"WFDSS; GPS ground",GPS-Walked/ Driven,2013/09/09 00:00:00+00,2013-CAMDF-000850,2013,Davis Complex,,2013/09/06 12:00:00+00,97.07684564,Davis Complex,HYU3,,CAMDF,CA,3724,000850,,Y,HYU3,0.0552754713652674,4.25290626716296e-05
14415,USFS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CALNF-000034,2013,MURKEN,,2013/08/19 00:00:00+00,78.94887836,,,,CALNF,CA,,000034,,N,,0.0298695764922144,3.41275872720028e-05
14418,USFS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CALNF-004116,2013,LOGAN,,2013/09/10 00:00:00+00,23.00314944,,HY67,,CALNF,CA,,004116,,N,,0.017193788593842,9.91219277305229e-06
14419,USFS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAENF-018774,2013,BALTIC,,2013/08/03 00:00:00+00,14.92882361,,HTV5,,CAENF,CA,,018774,,N,,0.0128032542250336,6.25573057082366e-06
14422,USFS,IR heat perimeter,Infrared Image,2013/08/13 00:00:00+00,2013-CAANF-003783,2013,Sharp,,2013/08/12 20:57:00+00,232.52259121,,HUK1,,CAANF,CA,3607,003783,,N,,0.0639025900243385,9.21860876356932e-05
14424,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CALNU-007152,2013,SULPHUR,,2013/08/24 00:00:00+00,19.89160654,,,,CALNU,CA,,007152,,N,,0.0143776412273785,8.37102154739727e-06
14433,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CANEU-020163,2013,TYLER,,2013/08/31 00:00:00+00,47.90648653,,HX7G,,CANEU,CA,,020163,,N,,0.0270515498126374,2.02536199303321e-05
14465,State Agency,,Unknown,2012/07/01 00:00:00+00,2012-CASKU-004338,2012,Oak,,2012/06/28 23:00:00+00,192.04356403,,GZ28,,CASKU,CA,,004338,,N,,0.0508192998500715,8.3982233637647e-05
14508,USFS,,Unknown,2012/08/08 00:00:00+00,2012-CAENF-018041,2012,Hazel,,2012/08/06 17:35:59+00,44.23281264,,G4XX,,CAENF,CA,3091,018041,,N,,0.0215108104132075,1.85412907170948e-05
14509,CDF,"Event Standard Perims; In LNU Complex but no Irwin link to complex; Final Perimeter",Unknown,2017/10/23 00:00:00+00,2017-CALNU-010046,2017,ATLAS,CALNU,2017/10/22 00:00:00+00,51624.65548824,,LE54,,CALNU,CA,,010046,{83B512CA-F4FF-4B89-86E2-E0C750CEEFBC},N,,1.74291638047979,0.0215375785187588
14529,State Agency,FIMT,Unknown,2014/09/04 00:00:00+00,2014-CALNU-007692,2014,Saratoga,,2014/09/03 00:00:00+00,87.80218004,,JD1N,,CALNU,CA,,007692,{DF60889C-5609-42F8-99E6-D9016600FBFF},N,,0.0312133190563171,3.70303791915823e-05
14537,State Agency,,Unknown,2014/10/15 00:00:00+00,2014-CAENF-023461,2014,King,,2014/10/14 07:15:00+00,96669.36708262,,JED4,,CAAEU,CA,4108,023461,{F678E364-6462-4AB5-8830-EEAEE80F6653},N,,3.10731362151846,0.0406237830571408
14538,USFS,"WFDSS; no entry in FireCode",Unknown,2014/09/24 00:00:00+00,2014-CAINF-001387,2014,Ball Mountain,,2014/09/23 18:00:00+00,7.24176597,,,,CAINF,CA,,001387,{471085F3-0937-4E78-A2F5-BB1306CBC8AA},N,,0.00628974085572737,2.93220388052129e-06
14542,USFS,IR heat perimeter,Infrared Image,2014/08/20 00:00:00+00,2014-CASNF-001619,2014,French,,2014/08/16 22:57:59+00,13833.72337555,,H9RQ,,CASNF,CA,4013,001619,{47C63FE9-1726-4840-B183-9335D91A9029},N,,0.590071859841226,0.00568927551563168
14548,State Agency,,Unknown,2013/06/20 00:00:00+00,2012-CAFKU-010166,2012,LANES,,2012/08/11 00:00:00+00,135.85777843,,G5VF,,CAFKU,CA,,010166,,N,,0.031073549350047,5.57044683342212e-05
14566,USFS,"WFDSS;Est. perimeter based on verbal description.",Hand Sketch,2017/10/11 00:00:00+00,2017-CAENF-030114,2017,ICE,CAENF,2017/10/10 17:29:59+00,26.82111935,,LE89,,CAENF,CA,5642,030114,{D71EEA89-9C0C-4382-B37A-12DF24F4BA44},N,,0.013630177643217,1.12516411072237e-05
14574,USFS,"WFDSS; GPS ground",GPS-Walked/ Driven,2014/09/16 00:00:00+00,2014-CASTF-003543,2014,Montgomery,,2014/09/15 00:00:00+00,319.41971918,,JD54,,CASTF,CA,,003543,{F378B108-0CCC-4E2E-BFCE-F3E7A2E4F467},N,,0.052422261308717,0.000131997357851663
14577,BLM,GPS,GPS-Unknown Travel Method,2013/10/25 00:00:00+00,2012-CACDD-007050,2012,Range,,2012/05/06 00:00:00+00,15.65881293,,GT49,,CACDD,CA,,007050,,N,,0.0125548243801044,6.16812822145834e-06
14586,USFS,,Mixed Methods,2018/08/21 00:00:00+00,2018-CASNF-000745,2018,FERGUSON,CASNF,2018/08/20 20:00:00+00,96831.20728578,,L0BG,,CASNF,CA,5927,000745,{842B9C50-FEF3-4073-AF49-F433ECB1B9C0},N,,1.90386057468533,0.0399966182139191
14601,Local Agency,,Mixed Methods,2018/11/18 00:00:00+00,2018-CAVNC-091023,2018,WOOLSEY,CAVNC,2018/11/18 05:58:59+00,96948.97766233,,L6B3,,CAVNC,CA,,091023,{FB1BA090-BA1A-48B6-981E-E4CE521A7AFB},N,,2.08188018708527,0.0383380953894176
14613,USFS,"WFDSS; IR heat perimeter",Infrared Image,2016/06/09 00:00:00+00,2016-CALPF-001504,2016,Coleman,CALPF,2016/06/09 06:00:00+00,2522.6409086,,J9VK,,CALPF,CA,4761,001504,{CB1C2648-7D5A-486F-93F0-92BA5DC244CE},N,,0.301563940540465,0.00102200673333368
14648,BLM,BLM FPER,GPS-Walked,2019/03/19 00:00:00+00,2018-CACDD-011881,2018,TERRA,CARRU,2018/08/06 00:00:00+00,33.84904122,,L2UH,,CACDD,CA,,011881,{10BC1FDF-71CB-481B-AE90-03B321BB5D1D},N,,0.027384738789403,1.33308000619486e-05
14664,USFS,,Unknown,2014/06/17 00:00:00+00,2014-CASQF-001850,2014,Shirley,,2014/06/17 00:17:59+00,2648.42007548,,H5ZN,,CASQF,CA,3895,001850,{B2A2E3C2-9056-4A47-ABA1-C17DD171D178},N,,0.177021911723919,0.00106734509699462
